id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
623906,Landing Page Submission,Organic Search,No,No,0,3.0,48,3.0,Email Opened,Finance Management,,No,No,No,No,No,No,,,No
623851,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
623831,Landing Page Submission,Direct Traffic,No,No,0,9.0,404,3.0,Page Visited on Website,E-COMMERCE,Unemployed,No,No,No,No,No,No,,,No
623790,API,Chat,Yes,No,0,0.0,0,0.0,Email Bounced,,,No,No,No,No,No,No,,,No
623781,Landing Page Submission,Direct Traffic,No,No,0,2.0,1343,2.0,Email Opened,Finance Management,,No,No,No,No,No,No,,,Yes
623780,API,Chat,No,No,1,3.0,62,3.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,16.0,No
623749,API,Chat,No,No,0,1.0,284,1.0,Page Visited on Website,,,No,No,No,No,No,No,,,No
623733,Landing Page Submission,Organic Search,No,No,0,5.0,227,5.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
623727,Landing Page Submission,Google,No,No,0,3.0,320,3.0,Form Submitted on Website,Marketing Management,,No,No,No,No,No,No,,,No
623715,Landing Page Submission,Direct Traffic,No,No,0,3.0,176,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
623664,Landing Page Submission,Google,No,No,0,4.0,76,4.0,Email Opened,Marketing Management,,No,No,No,No,No,No,,,No
623627,Landing Page Submission,Organic Search,No,No,0,2.0,250,2.0,Converted to Lead,International Business,Unemployed,No,No,No,No,No,No,,,Yes
623604,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
623572,API,Google,No,No,0,2.0,1252,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
623554,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
623553,API,Google,No,No,1,2.0,795,1.0,SMS Sent,,,No,No,No,No,No,No,,,No
623549,Landing Page Submission,Direct Traffic,No,No,0,3.0,151,1.5,Email Opened,Marketing Management,,No,No,No,No,No,No,,,Yes
623548,API,Google,No,No,1,2.0,1450,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
623537,Landing Page Submission,Direct Traffic,No,No,1,3.0,187,3.0,SMS Sent,"Banking, Investment And Insurance",,No,No,No,No,No,No,,,Yes
623507,Landing Page Submission,Direct Traffic,No,No,0,2.0,848,2.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
623498,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
623497,Landing Page Submission,Google,No,No,1,3.0,1353,3.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
623494,Landing Page Submission,Organic Search,No,No,0,2.0,297,2.0,Converted to Lead,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
623471,Landing Page Submission,Direct Traffic,No,No,1,4.0,949,2.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,,,Yes
623457,Landing Page Submission,Direct Traffic,No,No,0,3.0,138,3.0,Email Opened,Operations Management,,No,No,No,No,No,No,,,Yes
623455,Landing Page Submission,Direct Traffic,No,No,1,3.0,1049,3.0,Unreachable,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
623429,API,Organic Search,No,No,0,4.0,23,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
623427,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
623426,Landing Page Submission,Google,No,No,0,3.0,366,3.0,Page Visited on Website,Human Resource Management,,No,No,No,No,No,No,,,No
623420,Landing Page Submission,Direct Traffic,No,No,1,3.0,139,3.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,Yes
623400,Landing Page Submission,Google,No,No,0,4.0,1623,4.0,Email Opened,Finance Management,,No,No,No,No,No,No,,,No
623398,Landing Page Submission,Direct Traffic,No,No,1,2.0,1271,2.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,,,No
623383,Landing Page Submission,Direct Traffic,No,No,0,15.0,415,7.5,Page Visited on Website,Travel and Tourism,,No,No,No,No,No,No,,,Yes
623382,Landing Page Submission,Direct Traffic,No,No,1,5.0,185,2.5,Email Opened,Finance Management,Working Professional,No,No,No,No,No,Yes,,,Yes
623381,Landing Page Submission,Organic Search,No,No,0,8.0,164,8.0,Email Opened,Retail Management,,No,No,No,No,No,No,,,Yes
623366,Landing Page Submission,Direct Traffic,No,No,0,4.0,298,4.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
623340,API,Google,No,No,1,4.0,1014,2.0,Page Visited on Website,Human Resource Management,Working Professional,No,No,No,No,No,No,,,No
623294,API,Organic Search,No,No,1,9.0,1310,4.5,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
623290,Landing Page Submission,Organic Search,No,No,1,4.0,1264,2.0,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,,,Yes
623265,Landing Page Submission,Google,No,No,1,7.0,146,3.5,SMS Sent,Human Resource Management,,No,No,No,No,No,No,,,No
623251,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
623223,Landing Page Submission,Direct Traffic,No,No,0,2.0,326,2.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
623213,Landing Page Submission,Direct Traffic,No,No,0,10.0,1448,5.0,Email Opened,Business Administration,Unemployed,Yes,No,No,No,No,No,,,No
623206,Landing Page Submission,Google,No,No,0,4.0,326,4.0,Email Opened,Finance Management,,No,No,No,No,No,No,,,No
623198,Landing Page Submission,Organic Search,No,No,1,7.0,1087,7.0,SMS Sent,E-Business,Unemployed,No,No,No,No,No,No,,,No
623197,API,Google,No,No,0,2.0,47,2.0,Converted to Lead,,,No,No,No,No,No,No,,,No
623195,Landing Page Submission,Google,No,No,0,4.0,239,4.0,Email Opened,Human Resource Management,,No,No,No,No,No,No,,,No
623183,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,,,No
623161,Landing Page Submission,Google,No,No,1,5.0,987,2.5,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
623158,Landing Page Submission,Direct Traffic,No,No,0,2.0,334,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
623138,Landing Page Submission,Direct Traffic,No,No,1,2.0,528,2.0,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,,,Yes
623134,API,Chat,No,No,1,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
623130,Landing Page Submission,Direct Traffic,No,No,0,1.0,773,1.0,Converted to Lead,Hospitality Management,,No,No,No,No,No,No,,,Yes
623118,Landing Page Submission,Direct Traffic,No,No,0,4.0,190,2.0,Email Opened,Marketing Management,,No,No,No,No,No,No,,,Yes
623114,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Marketing Management,Working Professional,No,No,No,No,No,No,,,No
623101,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
623095,Landing Page Submission,Google,No,No,0,4.0,34,4.0,Chat Conversation,"Banking, Investment And Insurance",,No,No,No,No,No,No,,,No
623093,Landing Page Submission,Direct Traffic,No,No,0,2.0,1236,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
623084,Landing Page Submission,Google,No,No,0,8.0,310,2.67,Page Visited on Website,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
623056,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
623030,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,,,No
622997,Landing Page Submission,Direct Traffic,No,No,0,1.0,49,1.0,Converted to Lead,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,Yes
622995,Landing Page Submission,Direct Traffic,No,No,0,2.0,79,2.0,Email Opened,"Banking, Investment And Insurance",Student,No,No,No,No,No,No,,,Yes
622950,Landing Page Submission,Direct Traffic,No,No,1,8.0,598,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
622866,API,Google,No,No,0,2.0,191,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
622840,Landing Page Submission,Direct Traffic,No,No,0,1.0,273,1.0,Converted to Lead,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
622839,Landing Page Submission,Direct Traffic,No,No,1,9.0,351,1.8,Email Link Clicked,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
622838,Landing Page Submission,Direct Traffic,No,No,0,2.0,387,2.0,Email Opened,Operations Management,,No,No,No,No,No,No,,,Yes
622822,Landing Page Submission,Google,No,No,1,3.0,130,3.0,SMS Sent,Retail Management,Working Professional,No,No,No,No,No,No,,,No
622773,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
622747,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
622730,Landing Page Submission,Direct Traffic,No,No,0,3.0,1625,3.0,Converted to Lead,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
622713,Landing Page Submission,Google,No,No,0,5.0,88,5.0,SMS Sent,IT Projects Management,,No,No,No,No,No,No,,,No
622705,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
622698,Landing Page Submission,Google,No,No,0,5.0,406,5.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
622684,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
622658,Landing Page Submission,Direct Traffic,No,No,1,2.0,1366,2.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,,,Yes
622653,API,Google,No,No,1,3.0,886,1.5,Page Visited on Website,,,No,No,No,No,No,No,,,No
622641,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
622634,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
622631,Landing Page Submission,Google,No,No,1,5.0,1761,5.0,Email Opened,Operations Management,,No,No,No,No,No,No,,,No
622630,API,Referral Sites,No,No,0,3.0,536,3.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
622617,Landing Page Submission,Direct Traffic,No,No,0,4.0,234,4.0,Email Link Clicked,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
622595,API,Google,No,No,0,3.0,1272,3.0,Converted to Lead,,,No,No,No,No,No,No,,,No
622584,Landing Page Submission,Direct Traffic,No,No,0,1.0,36,1.0,Converted to Lead,International Business,Unemployed,No,No,No,No,No,No,,,Yes
622575,Landing Page Submission,Direct Traffic,No,No,1,4.0,116,4.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,No
622566,API,Organic Search,No,No,0,18.0,91,3.6,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,,,No
622564,Landing Page Submission,Direct Traffic,No,No,1,3.0,1277,3.0,Email Opened,Human Resource Management,,No,No,No,No,No,No,,,Yes
622534,API,Google,No,No,1,2.0,727,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
622529,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
622517,Landing Page Submission,Organic Search,No,No,1,6.0,1073,2.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
622513,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
622512,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
622488,API,Google,Yes,No,0,4.0,420,1.0,Email Bounced,,,No,No,No,No,No,No,,,No
622478,Landing Page Submission,Direct Traffic,No,No,1,5.0,1320,5.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
622472,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
622460,Landing Page Submission,Google,No,No,1,6.0,1069,6.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,,,No
622423,Landing Page Submission,Google,No,No,0,8.0,221,4.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,No
622413,Landing Page Submission,Direct Traffic,No,No,1,2.0,1520,2.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,,,Yes
622410,Landing Page Submission,Google,No,No,0,2.0,694,1.0,Unreachable,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
622403,Lead Add Form,,Yes,No,0,,44,,Email Bounced,Select,Unemployed,No,No,No,No,No,No,,,No
622395,Landing Page Submission,Google,No,No,0,4.0,74,4.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
622385,API,Organic Search,No,No,0,1.0,299,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,,,No
622372,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
622371,Landing Page Submission,Direct Traffic,No,No,1,2.0,1284,2.0,Email Opened,Marketing Management,,No,No,No,No,No,No,,,Yes
622366,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
622363,API,Google,No,No,1,2.0,145,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
622344,Landing Page Submission,Direct Traffic,No,No,1,2.0,1439,2.0,Email Opened,Healthcare Management,Working Professional,No,No,No,No,No,No,,,Yes
622325,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
622322,Landing Page Submission,Direct Traffic,No,No,0,3.0,4,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
622288,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
622285,API,Google,No,No,1,2.0,957,2.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
622275,API,Google,No,No,0,4.0,127,2.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
622240,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
622227,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
622218,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
622214,Landing Page Submission,Direct Traffic,No,No,1,7.0,543,3.5,Email Opened,Human Resource Management,,No,No,No,No,No,No,,,Yes
622180,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,227,1.5,Page Visited on Website,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,,,Yes
622172,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
622142,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
622101,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
622093,Landing Page Submission,Google,No,No,1,4.0,1179,2.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,,,No
622090,Landing Page Submission,Google,No,No,0,14.0,1602,7.0,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,,,No
622089,API,Google,No,No,1,3.0,633,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
622084,API,Google,Yes,No,0,2.0,385,2.0,Page Visited on Website,,,No,No,No,No,No,No,,,No
622076,API,Google,No,No,0,2.0,253,1.0,Chat Conversation,,,No,No,No,No,No,No,,,No
622072,Landing Page Submission,Direct Traffic,No,No,1,11.0,746,2.75,SMS Sent,Retail Management,Working Professional,No,No,No,No,No,No,,,Yes
622052,Landing Page Submission,Organic Search,No,No,1,10.0,1672,10.0,SMS Sent,E-COMMERCE,,No,No,No,No,No,No,,,Yes
622036,Landing Page Submission,Direct Traffic,No,No,0,5.0,458,2.5,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,,,No
621998,Landing Page Submission,Organic Search,No,No,0,6.0,208,6.0,Page Visited on Website,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,Yes
621993,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,111,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
621978,Landing Page Submission,Direct Traffic,No,No,1,10.0,1450,5.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
621976,API,Google,No,No,1,7.0,241,7.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
621941,Landing Page Submission,Direct Traffic,No,No,1,2.0,367,2.0,SMS Sent,Operations Management,,No,No,No,No,No,No,,,No
621922,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
621899,Landing Page Submission,Direct Traffic,No,No,0,4.0,283,4.0,SMS Sent,,,No,No,No,No,No,No,,,No
621856,Landing Page Submission,Direct Traffic,No,No,1,10.0,1523,2.5,Email Opened,Healthcare Management,Working Professional,No,No,No,No,No,No,,,Yes
621837,Landing Page Submission,Organic Search,No,No,0,21.0,230,5.25,Page Visited on Website,Travel and Tourism,,No,No,No,No,No,No,16.0,16.0,Yes
621770,API,Organic Search,No,No,0,5.0,154,5.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
621766,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
621743,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
621739,Landing Page Submission,Organic Search,No,No,0,3.0,402,1.5,Had a Phone Conversation,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
621704,API,Google,No,No,0,7.0,1514,3.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
621698,Landing Page Submission,Direct Traffic,No,No,0,1.0,961,1.0,Converted to Lead,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,Yes
621675,Landing Page Submission,Google,No,No,0,7.0,1061,7.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
621671,Landing Page Submission,Direct Traffic,No,No,0,3.0,1231,3.0,Page Visited on Website,Finance Management,Other,No,No,No,No,No,No,,,No
621650,Landing Page Submission,Direct Traffic,No,No,1,5.0,696,5.0,Email Opened,Finance Management,,No,No,No,No,No,No,,,Yes
621641,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,146,3.0,Email Bounced,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
621583,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
621566,Landing Page Submission,Google,No,No,1,6.0,1424,6.0,SMS Sent,E-Business,,No,No,No,No,No,No,,,No
621553,API,Google,No,No,1,2.0,1020,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
621535,Landing Page Submission,Google,No,No,0,3.0,405,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
621499,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
621487,Landing Page Submission,Direct Traffic,No,No,1,3.0,1029,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
621471,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
621452,Landing Page Submission,Direct Traffic,No,No,1,8.0,1282,1.14,Email Link Clicked,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
621437,Landing Page Submission,Direct Traffic,No,No,1,13.0,1659,4.33,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
621410,Landing Page Submission,Direct Traffic,No,No,0,2.0,80,2.0,Page Visited on Website,,,No,No,No,No,No,No,,,No
621393,Landing Page Submission,Google,No,No,1,12.0,228,2.4,Email Opened,Marketing Management,,No,No,No,No,No,No,,,No
621381,Landing Page Submission,Google,No,No,1,10.0,1192,5.0,Email Opened,Business Administration,,No,No,No,No,No,No,,,No
621368,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
621360,Landing Page Submission,Direct Traffic,No,No,1,3.0,1562,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
621353,API,Google,Yes,No,1,3.0,170,1.5,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
621352,Landing Page Submission,Direct Traffic,No,No,1,3.0,950,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
621337,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
621327,Landing Page Submission,Google,No,No,1,4.0,1337,4.0,Had a Phone Conversation,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,No
621319,Landing Page Submission,Direct Traffic,No,No,1,2.0,575,2.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
621310,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
621284,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
621277,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
621269,Landing Page Submission,Google,No,No,1,5.0,1673,5.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
621264,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
621254,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,400,1.0,Email Bounced,Human Resource Management,Student,No,No,No,No,No,No,,,No
621242,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,2,1.0,Email Bounced,,Student,No,No,No,No,No,No,,,No
621241,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,No
621219,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,,,No
621209,Landing Page Submission,Direct Traffic,No,No,1,4.0,1402,2.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
621205,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
621198,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,No
621183,Landing Page Submission,Google,No,No,0,4.0,1524,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
621178,Landing Page Submission,Direct Traffic,No,No,0,3.0,150,3.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
621168,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,241,1.0,Email Bounced,Select,Student,No,No,No,No,No,No,,,No
621166,Landing Page Submission,Google,No,No,0,2.0,111,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
621130,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
621121,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
621106,API,Google,No,No,0,2.0,1284,2.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
621087,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
621055,Landing Page Submission,Direct Traffic,No,No,0,2.0,846,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
621026,API,Google,No,No,1,5.0,96,2.5,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,,,No
621024,Landing Page Submission,Google,No,No,0,6.0,34,6.0,Converted to Lead,Media and Advertising,Unemployed,No,No,No,No,No,No,,,Yes
620996,API,Google,No,No,0,3.0,208,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
620989,API,Google,No,No,1,3.0,1204,1.5,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,,,No
620979,Landing Page Submission,Google,No,No,1,7.0,875,1.75,Email Link Clicked,Retail Management,Unemployed,No,No,No,No,No,No,13.0,20.0,Yes
620905,API,Google,No,No,0,2.0,115,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
620900,Landing Page Submission,Direct Traffic,No,No,0,8.0,149,8.0,SMS Sent,Marketing Management,,No,No,No,No,No,No,,,Yes
620883,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,,,No
620874,API,Organic Search,No,No,0,8.0,789,8.0,Email Opened,,,No,No,No,No,No,No,,,No
620832,Landing Page Submission,Direct Traffic,No,No,0,2.0,1478,2.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,,,Yes
620807,Landing Page Submission,Direct Traffic,No,No,0,4.0,1017,4.0,Email Link Clicked,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
620794,Landing Page Submission,Direct Traffic,No,No,0,4.0,1458,4.0,Email Opened,Finance Management,,No,No,No,No,No,No,,,No
620773,Landing Page Submission,Direct Traffic,No,No,0,1.0,295,1.0,Converted to Lead,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
620751,Landing Page Submission,Direct Traffic,No,No,0,8.0,362,2.67,Email Opened,Marketing Management,Other,No,No,No,No,No,No,,,No
620733,Landing Page Submission,Direct Traffic,No,No,0,3.0,69,3.0,Email Opened,Finance Management,,No,No,No,No,No,No,,,Yes
620705,Landing Page Submission,Google,No,No,1,7.0,964,3.5,Email Opened,International Business,Unemployed,No,No,No,No,No,No,,,No
620699,Landing Page Submission,Google,No,No,0,1.0,52,1.0,Converted to Lead,Marketing Management,,No,No,No,No,No,No,,,No
620677,API,Google,No,No,1,3.0,1390,3.0,Email Link Clicked,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
620667,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,238,1.0,Email Bounced,Operations Management,,No,No,No,No,No,No,,,Yes
620641,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,1372,1.0,Email Bounced,,Student,No,No,No,No,No,No,,,No
620639,Landing Page Submission,Direct Traffic,No,No,0,1.0,518,1.0,Converted to Lead,,Student,No,No,No,No,No,No,,,No
620635,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,328,1.0,Email Bounced,Select,Student,No,No,No,No,No,No,,,No
620633,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,496,1.0,Email Bounced,,Student,No,No,No,No,No,No,,,No
620632,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,97,1.0,Email Bounced,,Student,No,No,No,No,No,No,,,No
620627,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,233,1.0,Email Bounced,Select,Student,No,No,No,No,No,No,,,No
620624,API,Google,No,No,0,3.0,63,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
620608,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,784,1.0,Email Bounced,,Student,No,No,No,No,No,No,,,No
